COD_CIUDAD_MUNI,NombreMun,NombreDep,MunDep,longitude,latitude
5665,San Pedro de Uraba,Antioquia,San Pedro de Uraba Antioquia,-76.37935343,8.275998623
5837,Turbo,Antioquia,Turbo Antioquia,-76.73182463,8.089931317
5147,Carepa,Antioquia,Carepa Antioquia,-76.65398259,7.755033954
5172,Chigorodó,Antioquia,Chigorodó Antioquia,-76.67722839,7.665894884
5480,Mutatá,Antioquia,Mutatá Antioquia,-76.43673367,7.243905338
5234,Dabeiba,Antioquia,Dabeiba Antioquia,-76.26302275,6.999970469
5475,Murindó,Antioquia,Murindó Antioquia,-76.82001448,6.97690794
5045,Apartadó,Antioquia,Apartadó Antioquia,-76.62101401,7.883042518
27006,Acandí,Chocó,Acandí Chocó,-77.27864477,8.510887467
27800,Unguía,Chocó,Unguía Chocó,-77.09426424,8.045985795
27372,Juradó,Chocó,Juradó Chocó,-77.76247299,7.102862778
23419,Los Córdobas,Córdoba,Los Córdobas Córdoba,-76.3547035,8.905709149
23574,Puerto Escondido,Córdoba,Puerto Escondido Córdoba,-76.26145303,9.003732725
27150,Carmen del Darien,Chocó,Carmen del Darien Chocó,-76.971915,7.156152093
27615,Riosucio,Chocó,Riosucio Chocó,-77.11288502,7.436059326
5543,Peque,Antioquia,Peque Antioquia,-75.90869987,7.022042943
13006,Achí,Bolívar,Achí Bolívar,-74.55549743,8.567818623
70265,Guaranda,Sucre,Guaranda Sucre,-74.53734053,8.46829523
5854,Valdivia,Antioquia,Valdivia Antioquia,-75.43954175,7.163299124
5134,Campamento,Antioquia,Campamento Antioquia,-75.29931988,6.980419787
5887,Yarumal,Antioquia,Yarumal Antioquia,-75.41961267,6.965518675
5647,San Andrés de Cuerquía,Antioquia,San Andrés de Cuerquía Antioquia,-75.67549664,6.917449402
5819,Toledo,Antioquia,Toledo Antioquia,-75.69219489,7.010284982
5107,Briceño,Antioquia,Briceño Antioquia,-75.55074301,7.112457183
5361,Ituango,Antioquia,Ituango Antioquia,-75.76419575,7.171566314
5154,Caucasia,Antioquia,Caucasia Antioquia,-75.19771712,7.978563037
5495,Nechí,Antioquia,Nechí Antioquia,-74.77680312,8.088037103
5250,El Bagre,Antioquia,El Bagre Antioquia,-74.80598906,7.599497821
5895,Zaragoza,Antioquia,Zaragoza Antioquia,-74.86799231,7.488092803
5120,Cáceres,Antioquia,Cáceres Antioquia,-75.35288694,7.574391214
5790,Tarazá,Antioquia,Tarazá Antioquia,-75.40056881,7.579863914
5736,Segovia,Antioquia,Segovia Antioquia,-74.69930219,7.079861184
5604,Remedios,Antioquia,Remedios Antioquia,-74.69419557,7.029446297
5040,Anorí,Antioquia,Anorí Antioquia,-75.14807891,7.078182895
70708,San Marcos,Sucre,San Marcos Sucre,-75.1306696,8.6617696
70124,Caimito,Sucre,Caimito Sucre,-75.11599691,8.788970162
70233,El Roble,Sucre,El Roble Sucre,-75.19398572,9.107043515
70235,Galeras,Sucre,Galeras Sucre,-75.04935157,9.159770337
70400,La Unión,Sucre,La Unión Sucre,-75.28202587,8.853796416
70429,Majagual,Sucre,Majagual Sucre,-74.62834968,8.541802327
70670,Sampués,Sucre,Sampués Sucre,-75.37919792,9.182403533
70678,San Benito Abad,Sucre,San Benito Abad Sucre,-75.03138185,8.92988959
70771,Sucre,Sucre,Sucre Sucre,-74.72323247,8.814039859
13458,Montecristo,Bolívar,Montecristo Bolívar,-74.47391398,8.295590733
13549,Pinillos,Bolívar,Pinillos Bolívar,-74.46187997,8.914748587
13655,San Jacinto del Cauca,Bolívar,San Jacinto del Cauca Bolívar,-74.72232369,8.249633706
23068,Ayapel,Córdoba,Ayapel Córdoba,-75.14701974,8.311090964
23079,Buenavista,Córdoba,Buenavista Córdoba,-75.48200462,8.222242499
23090,Canalete,Córdoba,Canalete Córdoba,-76.24077487,8.787552693
23162,Cereté,Córdoba,Cereté Córdoba,-75.79240745,8.885295866
23182,Chinú,Córdoba,Chinú Córdoba,-75.40029562,9.105932134
23189,Ciénaga de Oro,Córdoba,Ciénaga de Oro Córdoba,-75.62212674,8.878135724
23350,La Apartada,Córdoba,La Apartada Córdoba,-75.33469117,8.047766699
23466,Montelíbano,Córdoba,Montelíbano Córdoba,-75.41849058,7.977876187
23555,Planeta Rica,Córdoba,Planeta Rica Córdoba,-75.58420523,8.407985084
23570,Pueblo Nuevo,Córdoba,Pueblo Nuevo Córdoba,-75.50819029,8.502612723
23580,Puerto Libertador,Córdoba,Puerto Libertador Córdoba,-75.67203028,7.8892301
23660,Sahagún,Córdoba,Sahagún Córdoba,-75.4455166,8.943510473
23678,San Carlos,Córdoba,San Carlos Córdoba,-75.69904603,8.799176792
23686,San Pelayo,Córdoba,San Pelayo Córdoba,-75.83553814,8.95814737
23807,Tierralta,Córdoba,Tierralta Córdoba,-76.06018699,8.171880414
23855,Valencia,Córdoba,Valencia Córdoba,-76.14992425,8.257214903
23001,Montería,Córdoba,Montería Córdoba,-75.89843407,8.759480009
23670,San Andrés Sotavento,Córdoba,San Andrés Sotavento Córdoba,-75.50871705,9.145182708
23168,Chimá,Córdoba,Chimá Córdoba,-75.62853508,9.149406274
23300,Cotorra,Córdoba,Cotorra Córdoba,-75.7911881,9.038850171
23682,San José de Uré,Córdoba,San José de Uré Córdoba,-75.53488477,7.78692706
23815,Tuchín,Córdoba,Tuchín Córdoba,-75.55516684,9.186501741
88001,San Andrés,San Andrés,San Andrés San Andrés,-81.70720079,12.57992492
88564,Providencia,San Andrés,Providencia San Andrés,-81.36642922,13.37485295
13873,Villanueva,Bolívar,Villanueva Bolívar,-75.2758015,10.44420605
13894,Zambrano,Bolívar,Zambrano Bolívar,-74.8190171,9.747499258
13430,Magangué,Bolívar,Magangué Bolívar,-74.76981717,9.247280943
13836,Turbaco,Bolívar,Turbaco Bolívar,-75.42156987,10.33923049
13620,San Cristóbal,Bolívar,San Cristóbal Bolívar,-75.0646595,10.3938805
13140,Calamar,Bolívar,Calamar Bolívar,-74.91573561,10.25109223
70001,Sincelejo,Sucre,Sincelejo Sucre,-75.40768352,9.308844628
70110,Buenavista,Sucre,Buenavista Sucre,-74.97388047,9.319648651
70204,Coloso,Sucre,Coloso Sucre,-75.35611072,9.490997576
70221,Coveñas,Sucre,Coveñas Sucre,-75.66613605,9.405849809
70230,Chalán,Sucre,Chalán Sucre,-75.31281692,9.545852746
70473,Morroa,Sucre,Morroa Sucre,-75.30783863,9.332256034
70508,Ovejas,Sucre,Ovejas Sucre,-75.22882749,9.525983167
70523,Palmito,Sucre,Palmito Sucre,-75.54120728,9.333144678
70702,San Juan de Betulia,Sucre,San Juan de Betulia Sucre,-75.24317184,9.274557846
70713,San Onofre,Sucre,San Onofre Sucre,-75.5237674,9.736898368
70717,San Pedro,Sucre,San Pedro Sucre,-75.06379486,9.396056328
70820,Tolú,Sucre,Tolú Sucre,-75.58182659,9.530976311
70823,Tolú Viejo,Sucre,Tolú Viejo Sucre,-75.43968714,9.453223237
70215,Corozal,Sucre,Corozal Sucre,-75.29373782,9.318952103
47205,Concordia,Magdalena,Concordia Magdalena,-74.82894871,10.25616571
47258,El Piñon,Magdalena,El Piñon Magdalena,-74.82319825,10.40310952
47460,Nueva Granada,Magdalena,Nueva Granada Magdalena,-74.39206432,9.806141936
47541,Pedraza,Magdalena,Pedraza Magdalena,-74.91512662,10.18784042
47545,Pijiño del Carmen,Magdalena,Pijiño del Carmen Magdalena,-74.45770422,9.331662875
47551,Pivijay,Magdalena,Pivijay Magdalena,-74.61536303,10.46134181
47555,Plato,Magdalena,Plato Magdalena,-74.7834136,9.792811112
47605,Remolino,Magdalena,Remolino Magdalena,-74.71652082,10.70184958
47675,Salamina,Magdalena,Salamina Magdalena,-74.79316949,10.49004644
47692,San Sebastián de Buenavista,Magdalena,San Sebastián de Buenavista Magdalena,-74.3514208,9.240736694
47703,San Zenón,Magdalena,San Zenón Magdalena,-74.49900295,9.244525066
47720,Santa Bárbara de Pinto,Magdalena,Santa Bárbara de Pinto Magdalena,-74.70536267,9.431614808
47745,Sitionuevo,Magdalena,Sitionuevo Magdalena,-74.72311565,10.78080877
47798,Tenerife,Magdalena,Tenerife Magdalena,-74.85760644,9.89826555
47960,Zapayán,Magdalena,Zapayán Magdalena,-74.71711233,10.16935015
13001,Cartagena,Bolívar,Cartagena Bolívar,-75.50108744,10.35939031
13433,Mahates,Bolívar,Mahates Bolívar,-75.19068683,10.23317565
13442,María La Baja,Bolívar,María La Baja Bolívar,-75.30181075,9.983858716
13468,Mompós,Bolívar,Mompós Bolívar,-74.42553849,9.240598513
13647,San Estanislao,Bolívar,San Estanislao Bolívar,-75.15278299,10.39880967
13654,San Jacinto,Bolívar,San Jacinto Bolívar,-75.12175258,9.830728069
13657,San Juan Nepomuceno,Bolívar,San Juan Nepomuceno Bolívar,-75.08362438,9.951340087
13673,Santa Catalina,Bolívar,Santa Catalina Bolívar,-75.28728195,10.60477043
13683,Santa Rosa,Bolívar,Santa Rosa Bolívar,-75.36957576,10.44509322
13760,Soplaviento,Bolívar,Soplaviento Bolívar,-75.13546903,10.39045021
13780,Talaigua Nuevo,Bolívar,Talaigua Nuevo Bolívar,-74.56785295,9.303987286
13838,Turbaná,Bolívar,Turbaná Bolívar,-75.44187336,10.27366058
47161,Cerro San Antonio,Magdalena,Cerro San Antonio Magdalena,-74.8687568,10.32643329
47170,Chivolo,Magdalena,Chivolo Magdalena,-74.62478481,10.02907589
23417,Lorica,Córdoba,Lorica Córdoba,-75.8169036,9.240243523
23500,Moñitos,Córdoba,Moñitos Córdoba,-76.1297061,9.246339042
23586,Purísima,Córdoba,Purísima Córdoba,-75.72256356,9.238091566
23672,San Antero,Córdoba,San Antero Córdoba,-75.76066992,9.375088658
23675,San Bernardo del Viento,Córdoba,San Bernardo del Viento Córdoba,-75.95408158,9.353893004
8078,Baranoa,Atlántico,Baranoa Atlántico,-74.916377,10.79337278
8137,Campo de La Cruz,Atlántico,Campo de La Cruz Atlántico,-74.88124052,10.37862464
8141,Candelaria,Atlántico,Candelaria Atlántico,-74.88004207,10.4606553
8296,Galapa,Atlántico,Galapa Atlántico,-74.88374732,10.90277604
8758,Soledad,Atlántico,Soledad Atlántico,-74.76555696,10.91327107
8372,Juan de Acosta,Atlántico,Juan de Acosta Atlántico,-75.03981542,10.83177696
8421,Luruaco,Atlántico,Luruaco Atlántico,-75.14244519,10.61060424
23464,Momil,Córdoba,Momil Córdoba,-75.67669511,9.239982386
25899,Zipaquirá,Cundinamarca,Zipaquirá Cundinamarca,-73.9854321,5.03025857
68377,La Belleza,Santander,La Belleza Santander,-73.96500846,5.859268011
68773,Sucre,Santander,Sucre Santander,-73.79152169,5.918479002
25781,Sutatausa,Cundinamarca,Sutatausa Cundinamarca,-73.85306634,5.24735025
68861,Vélez,Santander,Vélez Santander,-73.67281214,6.008044472
68327,Güepsa,Santander,Güepsa Santander,-73.57394825,6.025307358
68179,Chipatá,Santander,Chipatá Santander,-73.63742401,6.061735987
68770,Suaita,Santander,Suaita Santander,-73.44269803,6.098340716
68673,San Benito,Santander,San Benito Santander,-73.50952713,6.126648033
68264,Encino,Santander,Encino Santander,-73.09934486,6.138202368
68013,Aguada,Santander,Aguada Santander,-73.5223764,6.161727039
8433,Malambo,Atlántico,Malambo Atlántico,-74.78260451,10.87289719
8436,Manatí,Atlántico,Manatí Atlántico,-74.95984648,10.44818039
8549,Piojó,Atlántico,Piojó Atlántico,-75.10759383,10.75031804
8558,Polonuevo,Atlántico,Polonuevo Atlántico,-74.85349591,10.77752996
8520,Palmar de Varela,Atlántico,Palmar de Varela Atlántico,-74.75379755,10.74048162
8560,Ponedera,Atlántico,Ponedera Atlántico,-74.7529667,10.64185694
8573,Puerto Colombia,Atlántico,Puerto Colombia Atlántico,-74.95090172,10.99729594
8606,Repelón,Atlántico,Repelón Atlántico,-75.12429908,10.49451467
8634,Sabanagrande,Atlántico,Sabanagrande Atlántico,-74.75659102,10.79036843
8638,Sabanalarga,Atlántico,Sabanalarga Atlántico,-74.92244303,10.62779704
8685,Santo Tomás,Atlántico,Santo Tomás Atlántico,-74.75569109,10.76020479
8832,Tubará,Atlántico,Tubará Atlántico,-74.97800649,10.87360333
8770,Suan,Atlántico,Suan Atlántico,-74.88033092,10.33404361
8849,Usiacurí,Atlántico,Usiacurí Atlántico,-74.9765506,10.74241583
68397,La Paz,Santander,La Paz Santander,-73.58963205,6.178568783
68385,Landázuri,Santander,Landázuri Santander,-73.80915266,6.219377949
68245,El Guacamayo,Santander,El Guacamayo Santander,-73.497028,6.245335106
68320,Guadalupe,Santander,Guadalupe Santander,-73.41901635,6.24608589
68500,Oiba,Santander,Oiba Santander,-73.30044028,6.267493588
68344,Hato,Santander,Hato Santander,-73.30831758,6.543744518
68679,San Gil,Santander,San Gil Santander,-73.13607839,6.554290611
68686,San Miguel,Santander,San Miguel Santander,-72.64537608,6.576208065
68121,Cabrera,Santander,Cabrera Santander,-73.24658975,6.591719143
68229,Curití,Santander,Curití Santander,-73.06885213,6.604936416
68152,Carcasí,Santander,Carcasí Santander,-72.62645021,6.626725457
68207,Concepción,Santander,Concepción Santander,-72.69431466,6.768962299
68669,San Andrés,Santander,San Andrés Santander,-72.84887567,6.812508047
68895,Zapatoca,Santander,Zapatoca Santander,-73.27138398,6.813865819
68296,Galán,Santander,Galán Santander,-73.28747946,6.63941305
68079,Barichara,Santander,Barichara Santander,-73.22308602,6.636246377
68573,Puerto Parra,Santander,Puerto Parra Santander,-74.0563484,6.651372037
68684,San José de Miranda,Santander,San José de Miranda Santander,-72.73342205,6.658656194
25175,Chía,Cundinamarca,Chía Cundinamarca,-74.05767135,4.854823946
68101,Bolívar,Santander,Bolívar Santander,-73.77096641,5.986857699
68250,El Peñón,Santander,El Peñón Santander,-73.81438542,6.056581744
15218,Covarachía,Boyacá,Covarachía Boyacá,-72.73903557,6.500261954
85001,Yopal,Casanare,Yopal Casanare,-72.39683123,5.321421802
85010,Aguazul,Casanare,Aguazul Casanare,-72.55263073,5.169958568
85015,Chameza,Casanare,Chameza Casanare,-72.86996672,5.214081969
85162,Monterrey,Casanare,Monterrey Casanare,-72.89389473,4.877629436
85279,Recetor,Casanare,Recetor Casanare,-72.76095453,5.229123419
85300,Sabanalarga,Casanare,Sabanalarga Casanare,-73.03918825,4.85336694
85410,Tauramena,Casanare,Tauramena Casanare,-72.74902288,5.014123309
85440,Villanueva,Casanare,Villanueva Casanare,-72.92691543,4.61079119
68020,Albania,Santander,Albania Santander,-73.91413709,5.758987772
68271,Florián,Santander,Florián Santander,-73.97102037,5.804936085
68368,Jesús María,Santander,Jesús María Santander,-73.78283728,5.876518353
68572,Puente Nacional,Santander,Puente Nacional Santander,-73.67756339,5.878177995
68298,Gambita,Santander,Gambita Santander,-73.34376331,5.945767119
68077,Barbosa,Santander,Barbosa Santander,-73.61613353,5.932577475
68324,Guavatá,Santander,Guavatá Santander,-73.70069384,5.955048351
68167,Charalá,Santander,Charalá Santander,-73.14645309,6.285791734
68217,Coromoro,Santander,Coromoro Santander,-73.0405508,6.295493364
68211,Contratación,Santander,Contratación Santander,-73.47444005,6.29045126
68322,Guapotá,Santander,Guapotá Santander,-73.32095499,6.308377296
68190,Cimitarra,Santander,Cimitarra Santander,-73.94969707,6.314510325
68720,Santa Helena del Opón,Santander,Santa Helena del Opón Santander,-73.61633038,6.338689574
68498,Ocamonte,Santander,Ocamonte Santander,-73.12233318,6.340056424
68176,Chima,Santander,Chima Santander,-73.37316682,6.34197499
68502,Onzaga,Santander,Onzaga Santander,-72.8124448,6.343873581
68209,Confines,Santander,Confines Santander,-73.24115287,6.35696025
68524,Palmas del Socorro,Santander,Palmas del Socorro Santander,-73.28799851,6.40591869
68533,Páramo,Santander,Páramo Santander,-73.17015989,6.41663363
68682,San Joaquín,Santander,San Joaquín Santander,-72.86774575,6.427538577
68745,Simacota,Santander,Simacota Santander,-73.33743571,6.443474922
68855,Valle de San José,Santander,Valle de San José Santander,-73.14362249,6.448000288
68755,Socorro,Santander,Socorro Santander,-73.26159732,6.462485963
68464,Mogotes,Santander,Mogotes Santander,-72.97049617,6.475337707
68425,Macaravita,Santander,Macaravita Santander,-72.5933274,6.506757259
68549,Pinchote,Santander,Pinchote Santander,-73.17268485,6.532574101
68147,Capitanejo,Santander,Capitanejo Santander,-72.69543501,6.526752262
68522,Palmar,Santander,Palmar Santander,-73.2912739,6.538262634
68266,Enciso,Santander,Enciso Santander,-72.70013298,6.669719595
68468,Molagavita,Santander,Molagavita Santander,-72.80891128,6.674323479
68872,Villanueva,Santander,Villanueva Santander,-73.17437088,6.669364585
68051,Aratoca,Santander,Aratoca Santander,-73.01762164,6.694472503
68235,El Carmen de Chucurí,Santander,El Carmen de Chucurí Santander,-73.51158478,6.698658719
68432,Málaga,Santander,Málaga Santander,-72.72952657,6.703321758
68370,Jordán,Santander,Jordán Santander,-73.09603912,6.732333966
68160,Cepitá,Santander,Cepitá Santander,-72.97464565,6.753462325
68418,Los Santos,Santander,Los Santos Santander,-73.10204348,6.755878666
25126,Cajicá,Cundinamarca,Cajicá Cundinamarca,-74.02364951,4.920874713
25154,Carmen de Carupa,Cundinamarca,Carmen de Carupa Cundinamarca,-73.90132818,5.349218726
25183,Chocontá,Cundinamarca,Chocontá Cundinamarca,-73.68343129,5.145380897
25200,Cogua,Cundinamarca,Cogua Cundinamarca,-73.97831816,5.061789131
25214,Cota,Cundinamarca,Cota Cundinamarca,-74.10243653,4.809081779
25224,Cucunubá,Cundinamarca,Cucunubá Cundinamarca,-73.76626641,5.249943647
68162,Cerrito,Santander,Cerrito Santander,-72.69531355,6.841373838
68318,Guaca,Santander,Guaca Santander,-72.85578015,6.876049979
68689,San Vicente de Chucurí,Santander,San Vicente de Chucurí Santander,-73.4114878,6.87875071
15180,Chiscas,Boyacá,Chiscas Boyacá,-72.50017174,6.552999687
15244,El Cocuy,Boyacá,El Cocuy Boyacá,-72.4450722,6.409235422
15248,El Espino,Boyacá,El Espino Boyacá,-72.49635968,6.482601865
15317,Guacamayas,Boyacá,Guacamayas Boyacá,-72.50063794,6.459700438
15332,Güicán,Boyacá,Güicán Boyacá,-72.41209606,6.462917237
15522,Panqueba,Boyacá,Panqueba Boyacá,-72.45915798,6.443283694
15673,San Mateo,Boyacá,San Mateo Boyacá,-72.55498155,6.401822163
15097,Boavita,Boyacá,Boavita Boyacá,-72.58481457,6.33066519
15183,Chita,Boyacá,Chita Boyacá,-72.47134654,6.187242522
15368,Jericó,Boyacá,Jericó Boyacá,-72.57036996,6.146043406
15403,La Uvita,Boyacá,La Uvita Boyacá,-72.55947697,6.316781718
15720,Sativanorte,Boyacá,Sativanorte Boyacá,-72.70816845,6.131319078
15723,Sativasur,Boyacá,Sativasur Boyacá,-72.71222376,6.09347405
15753,Soatá,Boyacá,Soatá Boyacá,-72.68346126,6.333312091
15774,Susacón,Boyacá,Susacón Boyacá,-72.68982915,6.230761117
15810,Tipacoque,Boyacá,Tipacoque Boyacá,-72.69229422,6.419572041
15377,Labranzagrande,Boyacá,Labranzagrande Boyacá,-72.57825461,5.562567443
15533,Paya,Boyacá,Paya Boyacá,-72.4223571,5.626372822
15550,Pisba,Boyacá,Pisba Boyacá,-72.48277137,5.723445677
15755,Socotá,Boyacá,Socotá Boyacá,-72.63654923,6.040831593
15047,Aquitania,Boyacá,Aquitania Boyacá,-72.88439748,5.518289414
15087,Belén,Boyacá,Belén Boyacá,-72.91129945,5.988321352
15092,Betéitiva,Boyacá,Betéitiva Boyacá,-72.80904475,5.91046537
15114,Busbanzá,Boyacá,Busbanzá Boyacá,-72.88407565,5.830130214
15162,Cerinza,Boyacá,Cerinza Boyacá,-72.94776596,5.955961021
15215,Corrales,Boyacá,Corrales Boyacá,-72.84449154,5.828365249
15226,Cuítiva,Boyacá,Cuítiva Boyacá,-72.96617617,5.580244263
15272,Firavitoba,Boyacá,Firavitoba Boyacá,-72.99376776,5.669102113
15276,Floresta,Boyacá,Floresta Boyacá,-72.91845123,5.859765791
15296,Gameza,Boyacá,Gameza Boyacá,-72.80557111,5.802370121
15362,Iza,Boyacá,Iza Boyacá,-72.98021686,5.613927962
15464,Mongua,Boyacá,Mongua Boyacá,-72.80024988,5.752811642
15466,Monguí,Boyacá,Monguí Boyacá,-72.84892534,5.723342778
15491,Nobsa,Boyacá,Nobsa Boyacá,-72.93731397,5.768064996
15518,Pajarito,Boyacá,Pajarito Boyacá,-72.7026126,5.293776161
15537,Paz de Río,Boyacá,Paz de Río Boyacá,-72.74861207,5.987491614
15693,Santa Rosa de Viterbo,Boyacá,Santa Rosa de Viterbo Boyacá,-72.98243259,5.874722106
15757,Socha,Boyacá,Socha Boyacá,-72.69162768,5.996930903
15759,Sogamoso,Boyacá,Sogamoso Boyacá,-72.91949819,5.736554666
15790,Tasco,Boyacá,Tasco Boyacá,-72.78116164,5.909962604
15806,Tibasosa,Boyacá,Tibasosa Boyacá,-72.99969274,5.74713654
15820,Tópaga,Boyacá,Tópaga Boyacá,-72.83162214,5.769325343
15822,Tota,Boyacá,Tota Boyacá,-72.9858353,5.560470054
15839,Tutazá,Boyacá,Tutazá Boyacá,-72.85639178,6.032460654
15051,Arcabuco,Boyacá,Arcabuco Boyacá,-73.43703416,5.754497031
15185,Chitaraque,Boyacá,Chitaraque Boyacá,-73.44690349,6.027363064
15187,Chivatá,Boyacá,Chivatá Boyacá,-73.28246831,5.558688679
15204,Cómbita,Boyacá,Cómbita Boyacá,-73.3238934,5.634316731
15224,Cucaita,Boyacá,Cucaita Boyacá,-73.45459221,5.543020261
15232,Chíquiza,Boyacá,Chíquiza Boyacá,-73.484932,5.605299316
