COD_CIUDAD_MUNI,NombreMun,NombreDep,MunDep,longitude,latitude
15293,Gachantivá,Boyacá,Gachantivá Boyacá,-73.5493682,5.751952757
15407,Villa de Leyva,Boyacá,Villa de Leyva Boyacá,-73.52650486,5.636223943
15469,Moniquirá,Boyacá,Moniquirá Boyacá,-73.57374662,5.876958223
15476,Motavita,Boyacá,Motavita Boyacá,-73.36771044,5.577524667
15500,Oicatá,Boyacá,Oicatá Boyacá,-73.30816805,5.594396812
15516,Paipa,Boyacá,Paipa Boyacá,-73.11630113,5.780320016
15542,Pesca,Boyacá,Pesca Boyacá,-73.05093915,5.55842835
15600,Ráquira,Boyacá,Ráquira Boyacá,-73.63234316,5.538720905
15638,Sáchica,Boyacá,Sáchica Boyacá,-73.54249386,5.582920177
15664,San José de Pare,Boyacá,San José de Pare Boyacá,-73.546225,6.018779185
15686,Santana,Boyacá,Santana Boyacá,-73.48217823,6.057456442
15696,Santa Sofía,Boyacá,Santa Sofía Boyacá,-73.60265821,5.713547935
15762,Sora,Boyacá,Sora Boyacá,-73.44993495,5.566816169
15763,Sotaquirá,Boyacá,Sotaquirá Boyacá,-73.24727584,5.765149897
15776,Sutamarchán,Boyacá,Sutamarchán Boyacá,-73.62061781,5.620127617
15808,Tinjacá,Boyacá,Tinjacá Boyacá,-73.64720365,5.579002753
15814,Toca,Boyacá,Toca Boyacá,-73.1845674,5.56539974
15816,Togüí,Boyacá,Togüí Boyacá,-73.51362365,5.93753224
15837,Tuta,Boyacá,Tuta Boyacá,-73.22824052,5.690066604
15106,Briceño,Boyacá,Briceño Boyacá,-73.92336076,5.69014989
15109,Buenavista,Boyacá,Buenavista Boyacá,-73.94260977,5.512833526
15131,Caldas,Boyacá,Caldas Boyacá,-73.86536708,5.554452858
15176,Chiquinquirá,Boyacá,Chiquinquirá Boyacá,-73.81766214,5.61548086
15212,Coper,Boyacá,Coper Boyacá,-74.04509396,5.475376516
15401,La Victoria,Boyacá,La Victoria Boyacá,-74.23466234,5.523503641
15442,Maripí,Boyacá,Maripí Boyacá,-74.00463214,5.549652291
15480,Muzo,Boyacá,Muzo Boyacá,-74.10296862,5.531964684
15507,Otanche,Boyacá,Otanche Boyacá,-74.18133975,5.65794181
15531,Pauna,Boyacá,Pauna Boyacá,-73.97863894,5.656522049
15580,Quípama,Boyacá,Quípama Boyacá,-74.18126551,5.522934658
15632,Saboyá,Boyacá,Saboyá Boyacá,-73.76464867,5.69817214
15676,San Miguel de Sema,Boyacá,San Miguel de Sema Boyacá,-73.72204803,5.517712577
15681,San Pablo de Borbur,Boyacá,San Pablo de Borbur Boyacá,-74.0666505,5.6590036
15832,Tununguá,Boyacá,Tununguá Boyacá,-73.93309172,5.730394009
15090,Berbeo,Boyacá,Berbeo Boyacá,-73.12691551,5.227129353
15104,Boyacá,Boyacá,Boyacá Boyacá,-73.36207915,5.454534701
15172,Chinavita,Boyacá,Chinavita Boyacá,-73.36868282,5.167394685
15189,Ciénega,Boyacá,Ciénega Boyacá,-73.29602291,5.409406739
15455,Miraflores,Boyacá,Miraflores Boyacá,-73.14491413,5.195922888
15494,Nuevo Colón,Boyacá,Nuevo Colón Boyacá,-73.45712029,5.355047311
15599,Ramiriquí,Boyacá,Ramiriquí Boyacá,-73.33551788,5.401157966
15621,Rondón,Boyacá,Rondón Boyacá,-73.20864648,5.357015111
15646,Samacá,Boyacá,Samacá Boyacá,-73.48602365,5.492608452
15660,San Eduardo,Boyacá,San Eduardo Boyacá,-73.07738338,5.224253487
15740,Siachoque,Boyacá,Siachoque Boyacá,-73.24523944,5.510999853
15764,Soracá,Boyacá,Soracá Boyacá,-73.33286729,5.50106551
15804,Tibaná,Boyacá,Tibaná Boyacá,-73.39679786,5.316164142
15835,Turmequé,Boyacá,Turmequé Boyacá,-73.4913043,5.323436429
15842,Umbita,Boyacá,Umbita Boyacá,-73.45693733,5.217610591
15861,Ventaquemada,Boyacá,Ventaquemada Boyacá,-73.52068664,5.369230497
15879,Viracachá,Boyacá,Viracachá Boyacá,-73.29671645,5.43668792
15897,Zetaquira,Boyacá,Zetaquira Boyacá,-73.17208126,5.284324706
15022,Almeida,Boyacá,Almeida Boyacá,-73.37874014,4.970507053
15135,Campohermoso,Boyacá,Campohermoso Boyacá,-73.10357029,5.030605245
15236,Chivor,Boyacá,Chivor Boyacá,-73.36862893,4.888187404
15299,Garagoa,Boyacá,Garagoa Boyacá,-73.36482131,5.082274903
15322,Guateque,Boyacá,Guateque Boyacá,-73.47199365,5.007075429
15325,Guayatá,Boyacá,Guayatá Boyacá,-73.4901748,4.966796959
15380,La Capilla,Boyacá,La Capilla Boyacá,-73.44506564,5.095536483
15425,Macanal,Boyacá,Macanal Boyacá,-73.31957575,4.97219326
15511,Pachavita,Boyacá,Pachavita Boyacá,-73.39737718,5.140019986
15514,Páez,Boyacá,Páez Boyacá,-73.05205171,5.100635999
15667,San Luis de Gaceno,Boyacá,San Luis de Gaceno Boyacá,-73.16888461,4.818710958
15690,Santa María,Boyacá,Santa María Boyacá,-73.26327131,4.857606035
15761,Somondoco,Boyacá,Somondoco Boyacá,-73.43335065,4.985836396
15778,Sutatenza,Boyacá,Sutatenza Boyacá,-73.45210219,5.023219821
15798,Tenza,Boyacá,Tenza Boyacá,-73.42168824,5.076913224
15001,Tunja,Boyacá,Tunja Boyacá,-73.34575318,5.559139078
25317,Guachetá,Cundinamarca,Guachetá Cundinamarca,-73.68695193,5.383571834
25322,Guasca,Cundinamarca,Guasca Cundinamarca,-73.87741495,4.867283126
25326,Guatavita,Cundinamarca,Guatavita Cundinamarca,-73.83295886,4.934985422
25372,Junín,Cundinamarca,Junín Cundinamarca,-73.66288377,4.790632429
25377,La Calera,Cundinamarca,La Calera Cundinamarca,-73.96811169,4.721701557
25407,Lenguazaque,Cundinamarca,Lenguazaque Cundinamarca,-73.71150163,5.306007646
25426,Macheta,Cundinamarca,Macheta Cundinamarca,-73.60834435,5.080241899
25430,Madrid,Cundinamarca,Madrid Cundinamarca,-74.26517055,4.732704064
25436,Manta,Cundinamarca,Manta Cundinamarca,-73.54052636,5.009176179
25745,Simijaca,Cundinamarca,Simijaca Cundinamarca,-73.85015892,5.504762348
25758,Sopó,Cundinamarca,Sopó Cundinamarca,-73.94205332,4.914171363
25769,Subachoque,Cundinamarca,Subachoque Cundinamarca,-74.17254135,4.929070047
25772,Suesca,Cundinamarca,Suesca Cundinamarca,-73.79841923,5.103416695
25777,Supatá,Cundinamarca,Supatá Cundinamarca,-74.23586383,5.061763315
25779,Susa,Cundinamarca,Susa Cundinamarca,-73.81402122,5.454968667
25785,Tabio,Cundinamarca,Tabio Cundinamarca,-74.09698633,4.91772426
25793,Tausa,Cundinamarca,Tausa Cundinamarca,-73.88592881,5.196339787
25799,Tenjo,Cundinamarca,Tenjo Cundinamarca,-74.14346458,4.871716856
25807,Tibirita,Cundinamarca,Tibirita Cundinamarca,-73.5047096,5.052423675
25288,Fúquene,Cundinamarca,Fúquene Cundinamarca,-73.79586652,5.40398634
25293,Gachala,Cundinamarca,Gachala Cundinamarca,-73.52052723,4.69298604
25295,Gachancipá,Cundinamarca,Gachancipá Cundinamarca,-73.87297695,4.991029546
25297,Gachetá,Cundinamarca,Gachetá Cundinamarca,-73.63631295,4.816441558
25299,Gama,Cundinamarca,Gama Cundinamarca,-73.61079713,4.762586822
25486,Nemocón,Cundinamarca,Nemocón Cundinamarca,-73.87894971,5.067571658
25513,Pacho,Cundinamarca,Pacho Cundinamarca,-74.15525786,5.13596654
25518,Paime,Cundinamarca,Paime Cundinamarca,-74.15283365,5.370770437
25653,San Cayetano,Cundinamarca,San Cayetano Cundinamarca,-74.02327424,5.333231567
25736,Sesquilé,Cundinamarca,Sesquilé Cundinamarca,-73.79679364,5.045174568
25817,Tocancipá,Cundinamarca,Tocancipá Cundinamarca,-73.91175282,4.96439641
25839,Ubalá,Cundinamarca,Ubalá Cundinamarca,-73.53231882,4.748181284
25843,Villa de San Diego de Ubate,Cundinamarca,Villa de San Diego de Ubate Cundinamarca,-73.81451032,5.307456006
25871,Villagómez,Cundinamarca,Villagómez Cundinamarca,-74.19519332,5.273133415
25873,Villapinzón,Cundinamarca,Villapinzón Cundinamarca,-73.59686939,5.214792375
25260,El Rosal,Cundinamarca,El Rosal Cundinamarca,-74.26297998,4.850799909
25473,Mosquera,Cundinamarca,Mosquera Cundinamarca,-74.21637904,4.707668162
25286,Funza,Cundinamarca,Funza Cundinamarca,-74.2074366,4.713789974
15238,Duitama,Boyacá,Duitama Boyacá,-73.02466986,5.812641562
15367,Jenesano,Boyacá,Jenesano Boyacá,-73.36432039,5.385015974
85125,Hato Corozal,Casanare,Hato Corozal Casanare,-71.76465442,6.156372523
85136,La Salina,Casanare,La Salina Casanare,-72.33400493,6.127803743
85139,Maní,Casanare,Maní Casanare,-72.28077915,4.817409652
85225,Nunchía,Casanare,Nunchía Casanare,-72.19542083,5.637105727
85230,Orocué,Casanare,Orocué Casanare,-71.33846604,4.790188347
85250,Paz de Ariporo,Casanare,Paz de Ariporo Casanare,-71.89176141,5.881380243
85263,Pore,Casanare,Pore Casanare,-71.99246912,5.726814379
85315,Sácama,Casanare,Sácama Casanare,-72.24945428,6.097128776
85325,San Luis de Palenque,Casanare,San Luis de Palenque Casanare,-71.73109786,5.422211244
85400,Támara,Casanare,Támara Casanare,-72.16296774,5.830030709
85430,Trinidad,Casanare,Trinidad Casanare,-71.66281054,5.411006583
81591,Puerto Rondón,Arauca,Puerto Rondón Arauca,-71.09989964,6.281080721
81794,Tame,Arauca,Tame Arauca,-71.74168096,6.457289009
81300,Fortul,Arauca,Fortul Arauca,-71.77201448,6.793997366
99624,Santa Rosalía,Vichada,Santa Rosalía Vichada,-70.86294305,5.135710777
99524,La Primavera,Vichada,La Primavera Vichada,-70.4130261,5.491224958
54001,Cúcuta,Norte de Santander,Cúcuta Norte de Santander,-72.53453822,7.90277019
68575,Puerto Wilches,Santander,Puerto Wilches Santander,-73.89925224,7.345289703
68780,Suratá,Santander,Suratá Santander,-72.9845202,7.366586359
68655,Sabana de Torres,Santander,Sabana de Torres Santander,-73.49930671,7.394304708
68255,El Playón,Santander,El Playón Santander,-73.20316752,7.47068626
13030,Altos del Rosario,Bolívar,Altos del Rosario Bolívar,-74.16523918,8.792437364
13042,Arenal,Bolívar,Arenal Bolívar,-73.94182144,8.457820715
13074,Barranco de Loba,Bolívar,Barranco de Loba Bolívar,-74.10623492,8.945985666
13160,Cantagallo,Bolívar,Cantagallo Bolívar,-73.91907057,7.377453388
13268,El Peñón,Bolívar,El Peñón Bolívar,-73.94980671,8.989082359
13300,Hatillo de Loba,Bolívar,Hatillo de Loba Bolívar,-74.07745172,8.956636062
68276,Floridablanca,Santander,Floridablanca Santander,-73.11175383,7.064556147
68001,Bucaramanga,Santander,Bucaramanga Santander,-73.12489706,7.083538906
5893,Yondó,Antioquia,Yondó Antioquia,-73.91041788,7.002793661
54003,Abrego,Norte de Santander,Abrego Norte de Santander,-73.22146438,8.081216563
54051,Arboledas,Norte de Santander,Arboledas Norte de Santander,-72.79879896,7.642865323
54099,Bochalema,Norte de Santander,Bochalema Norte de Santander,-72.64706068,7.612684073
54109,Bucarasica,Norte de Santander,Bucarasica Norte de Santander,-72.86696235,8.039453108
54125,Cácota,Norte de Santander,Cácota Norte de Santander,-72.64221389,7.268558519
54128,Cachirá,Norte de Santander,Cachirá Norte de Santander,-73.04853769,7.74186687
54172,Chinácota,Norte de Santander,Chinácota Norte de Santander,-72.60210761,7.602040277
54174,Chitagá,Norte de Santander,Chitagá Norte de Santander,-72.66483836,7.138536619
54206,Convención,Norte de Santander,Convención Norte de Santander,-73.33724034,8.470012435
54223,Cucutilla,Norte de Santander,Cucutilla Norte de Santander,-72.77242215,7.539455665
54239,Durania,Norte de Santander,Durania Norte de Santander,-72.65727279,7.714642027
54245,El Carmen,Norte de Santander,El Carmen Norte de Santander,-73.44682241,8.510776779
54250,El Tarra,Norte de Santander,El Tarra Norte de Santander,-73.09964158,8.571725051
54261,El Zulia,Norte de Santander,El Zulia Norte de Santander,-72.60407506,7.937976928
54313,Gramalote,Norte de Santander,Gramalote Norte de Santander,-72.79734266,7.887572392
54344,Hacarí,Norte de Santander,Hacarí Norte de Santander,-73.14595104,8.321644777
54347,Herrán,Norte de Santander,Herrán Norte de Santander,-72.48333323,7.506276467
54377,Labateca,Norte de Santander,Labateca Norte de Santander,-72.49609677,7.298394126
54385,La Esperanza,Norte de Santander,La Esperanza Norte de Santander,-73.32804872,7.639195433
54398,La Playa,Norte de Santander,La Playa Norte de Santander,-73.2377798,8.213755172
54405,Los Patios,Norte de Santander,Los Patios Norte de Santander,-72.50815281,7.833506392
54418,Lourdes,Norte de Santander,Lourdes Norte de Santander,-72.83210514,7.944840879
54480,Mutiscua,Norte de Santander,Mutiscua Norte de Santander,-72.7468209,7.300118899
54498,Ocaña,Norte de Santander,Ocaña Norte de Santander,-73.35109661,8.234808085
54518,Pamplona,Norte de Santander,Pamplona Norte de Santander,-72.6481591,7.372992988
54520,Pamplonita,Norte de Santander,Pamplonita Norte de Santander,-72.63847437,7.435856138
54553,Puerto Santander,Norte de Santander,Puerto Santander Norte de Santander,-72.40926397,8.361237328
54599,Ragonvalia,Norte de Santander,Ragonvalia Norte de Santander,-72.47605295,7.577466107
54660,Salazar,Norte de Santander,Salazar Norte de Santander,-72.80881109,7.772714933
54670,San Calixto,Norte de Santander,San Calixto Norte de Santander,-73.20870641,8.401294863
54673,San Cayetano,Norte de Santander,San Cayetano Norte de Santander,-72.62499872,7.877249715
54680,Santiago,Norte de Santander,Santiago Norte de Santander,-72.71649018,7.865433862
54720,Sardinata,Norte de Santander,Sardinata Norte de Santander,-72.80047158,8.082928297
54743,Silos,Norte de Santander,Silos Norte de Santander,-72.75702615,7.204225025
54800,Teorama,Norte de Santander,Teorama Norte de Santander,-73.2870296,8.437250722
54810,Tibú,Norte de Santander,Tibú Norte de Santander,-72.73595582,8.639737839
54820,Toledo,Norte de Santander,Toledo Norte de Santander,-72.48205987,7.307810313
54871,Villa Caro,Norte de Santander,Villa Caro Norte de Santander,-72.97296414,7.914378966
54874,Villa del Rosario,Norte de Santander,Villa del Rosario Norte de Santander,-72.473789,7.802661363
47318,Guamal,Magdalena,Guamal Magdalena,-74.22482894,9.144733122
47245,El Banco,Magdalena,El Banco Magdalena,-73.97737406,9.009791962
68547,Piedecuesta,Santander,Piedecuesta Santander,-73.05149968,6.982801039
68705,Santa Bárbara,Santander,Santa Bárbara Santander,-72.90684208,6.990509099
68307,Girón,Santander,Girón Santander,-73.16583793,7.059238888
68081,Barrancabermeja,Santander,Barrancabermeja Santander,-73.83140667,7.050971655
68406,Lebríja,Santander,Lebríja Santander,-73.2206089,7.114721116
68820,Tona,Santander,Tona Santander,-72.96668871,7.201641521
68615,Rionegro,Santander,Rionegro Santander,-73.15047426,7.264616417
68169,Charta,Santander,Charta Santander,-72.96855048,7.280905031
68867,Vetas,Santander,Vetas Santander,-72.87076774,7.309495901
68444,Matanza,Santander,Matanza Santander,-73.01609713,7.322827382
68132,California,Santander,California Santander,-72.94575262,7.348066258
20011,Aguachica,Cesar,Aguachica Cesar,-73.61258706,8.308708357
20295,Gamarra,Cesar,Gamarra Cesar,-73.74087973,8.322858404
20310,González,Cesar,González Cesar,-73.38045719,8.390118265
20383,La Gloria,Cesar,La Gloria Cesar,-73.8011083,8.617905881
20517,Pailitas,Cesar,Pailitas Cesar,-73.62510553,8.958184234
20550,Pelaya,Cesar,Pelaya Cesar,-73.6659067,8.687792863
20614,Río de Oro,Cesar,Río de Oro Cesar,-73.38671743,8.292151431
20710,San Alberto,Cesar,San Alberto Cesar,-73.39447685,7.760120764
20770,San Martín,Cesar,San Martín Cesar,-73.51275068,8.0034528
20787,Tamalameque,Cesar,Tamalameque Cesar,-73.81190281,8.86241462
13473,Morales,Bolívar,Morales Bolívar,-73.8679788,8.275795033
13580,Regidor,Bolívar,Regidor Bolívar,-73.82320378,8.665519218
13667,San Martín de Loba,Bolívar,San Martín de Loba Bolívar,-74.03782404,8.937008772
13670,San Pablo,Bolívar,San Pablo Bolívar,-73.92461083,7.477479889
13688,Santa Rosa del Sur,Bolívar,Santa Rosa del Sur Bolívar,-74.05065338,7.963489037
13744,Simití,Bolívar,Simití Bolívar,-73.9458727,7.956404768
13810,Tiquisio,Bolívar,Tiquisio Bolívar,-74.26479089,8.556435638
13600,Río Viejo,Bolívar,Río Viejo Bolívar,-73.84022239,8.588212899
81065,Arauquita,Arauca,Arauquita Arauca,-71.426908,7.028814742
81001,Arauca,Arauca,Arauca Arauca,-70.75280516,7.079190303
81736,Saravena,Arauca,Saravena Arauca,-71.87461731,6.953332638
15223,Cubará,Boyacá,Cubará Boyacá,-72.10833773,7.001704103
81220,Cravo Norte,Arauca,Cravo Norte Arauca,-70.20370178,6.303416457
99001,Puerto Carreño,Vichada,Puerto Carreño Vichada,-67.48859983,6.184197448
20001,Valledupar,Cesar,Valledupar Cesar,-73.27509756,10.47818678
47288,Fundación,Magdalena,Fundación Magdalena,-74.1917241,10.51692241
47268,El Retén,Magdalena,El Retén Magdalena,-74.26870993,10.6111164
47570,Puebloviejo,Magdalena,Puebloviejo Magdalena,-74.28191567,10.99497201
47660,Sabanas de San Angel,Magdalena,Sabanas de San Angel Magdalena,-74.21394998,10.03249513
47980,Zona Bananera,Magdalena,Zona Bananera Magdalena,-74.14038223,10.76365882
47001,Santa Marta,Magdalena,Santa Marta Magdalena,-74.20020963,11.20520068
20013,Agustín Codazzi,Cesar,Agustín Codazzi Cesar,-73.23769205,10.04044276
20032,Astrea,Cesar,Astrea Cesar,-73.97477364,9.496407322
20045,Becerril,Cesar,Becerril Cesar,-73.27885229,9.702827051
20060,Bosconia,Cesar,Bosconia Cesar,-73.88801088,9.974338005
20175,Chimichagua,Cesar,Chimichagua Cesar,-73.81299107,9.257828927
20178,Chiriguaná,Cesar,Chiriguaná Cesar,-73.60089557,9.361358033
20238,El Copey,Cesar,El Copey Cesar,-73.96135039,10.14910229
20250,El Paso,Cesar,El Paso Cesar,-73.74644573,9.661834185
20400,La Jagua de Ibirico,Cesar,La Jagua de Ibirico Cesar,-73.33559899,9.562900867
20443,Manaure,Cesar,Manaure Cesar,-73.02879172,10.39069391
20570,Pueblo Bello,Cesar,Pueblo Bello Cesar,-73.58569558,10.41765973
20621,La Paz,Cesar,La Paz Cesar,-73.17265024,10.3864186
20750,San Diego,Cesar,San Diego Cesar,-73.1805616,10.33381239
44035,Albania,La Guajira,Albania La Guajira,-72.58869173,11.16272706
44078,Barrancas,La Guajira,Barrancas La Guajira,-72.79613062,10.95455299
44090,Dibulla,La Guajira,Dibulla La Guajira,-73.30714685,11.27240466
44098,Distracción,La Guajira,Distracción La Guajira,-72.88634043,10.89657397
44110,El Molino,La Guajira,El Molino La Guajira,-72.92173543,10.65270899
44279,Fonseca,La Guajira,Fonseca La Guajira,-72.85044737,10.88661103
44378,Hatonuevo,La Guajira,Hatonuevo La Guajira,-72.76139147,11.06736572
44420,La Jagua del Pilar,La Guajira,La Jagua del Pilar La Guajira,-73.07154945,10.51069955
44430,Maicao,La Guajira,Maicao La Guajira,-72.24051696,11.37859375
44560,Manaure,La Guajira,Manaure La Guajira,-72.44107985,11.77013374
44650,San Juan del Cesar,La Guajira,San Juan del Cesar La Guajira,-73.00164795,10.77068837
44847,Uribia,La Guajira,Uribia La Guajira,-72.26516155,11.71503378
44855,Urumita,La Guajira,Urumita La Guajira,-73.01332985,10.55995359
44874,Villanueva,La Guajira,Villanueva La Guajira,-72.97867764,10.60906036
44001,Riohacha,La Guajira,Riohacha La Guajira,-72.92011074,11.54180708
47030,Algarrobo,Magdalena,Algarrobo Magdalena,-74.06033527,10.18761326
47053,Aracataca,Magdalena,Aracataca Magdalena,-74.18629114,10.59080787
47058,Ariguaní,Magdalena,Ariguaní Magdalena,-74.23620938,9.847345868
47189,Ciénaga,Magdalena,Ciénaga Magdalena,-74.24150882,11.01172985
25245,El Colegio,Cundinamarca,El Colegio Cundinamarca,-74.44275113,4.578264264
76497,Obando,Valle del Cauca,Obando Valle del Cauca,-75.97315432,4.574973995
5842,Uramita,Antioquia,Uramita Antioquia,-76.1730539,6.897634811
5031,Amalfi,Antioquia,Amalfi Antioquia,-75.07360631,6.906976799
25258,El Peñón,Cundinamarca,El Peñón Cundinamarca,-74.29039381,5.248752351
25658,San Francisco,Cundinamarca,San Francisco Cundinamarca,-74.28972518,4.972434545
13650,San Fernando,Bolívar,San Fernando Bolívar,-74.3292798,9.216381775
13440,Margarita,Bolívar,Margarita Bolívar,-74.28845871,9.162068057
68092,Betulia,Santander,Betulia Santander,-73.28394122,6.899292566
20228,Curumaní,Cesar,Curumaní Cesar,-73.54174573,9.201135352
11001,Bogotá,Bogotá,Bogotá Bogotá,-74.02967768,4.688055983
13490,Norosí,Bolívar,Norosí Bolívar,-74.03757764,8.527730305
19300,Guachené,Cauca,Guachené Cauca,0,0
91430,La Victoria,Amazonas,La Victoria Amazonas,0,0
91460,Miriti - Paraná,Amazonas,Miriti - Paraná Amazonas,0,0
94663,Mapiripana,Guainía,Mapiripana Guainía,0,0
94884,Puerto Colombia,Guainía,Puerto Colombia Guainía,0,0
94885,La Guadalupe,Guainía,La Guadalupe Guainía,0,0
94887,Pana Pana,Guainía,Pana Pana Guainía,0,0
94888,Morichal,Guainía,Morichal Guainía,0,0
97511,Pacoa,Vaupés,Pacoa Vaupés,0,0
97777,Papunaua,Vaupés,Papunaua Vaupés,0,0
97889,Yavaraté,Vaupés,Yavaraté Vaupés,0,0
